date,value,indicator,source,unit,frequency
2008-09-30,43.71723170118389,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-12-31,61.7854772670114,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-03-31,33.877695174415884,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-06-30,44.137606074494364,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-09-30,70.86306766677941,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-12-31,100.32902277302753,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-03-31,37.75278464486892,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-06-30,39.43576664892159,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-09-30,62.40030468933402,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-12-31,90.72533184141058,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-03-31,38.75207709040093,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-06-30,75.61840461029867,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-09-30,73.70298132514758,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-12-31,125.89867737183401,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-03-31,49.937389549531694,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-06-30,61.19800824295636,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-09-30,71.94370883267582,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-12-31,98.99901328734094,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-03-31,43.504803064087156,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-06-30,80.37155551915319,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-09-30,107.88226317425436,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-12-31,154.44664467039945,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-03-31,67.50276715863652,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-06-30,91.44817194059412,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-09-30,98.10771885543127,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-12-31,122.53560198570199,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-03-31,78.64312914815756,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-06-30,92.98590057088879,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-09-30,97.97293830483643,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-12-31,143.8144949112247,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-03-31,81.0049595053241,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-06-30,104.53106915366541,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-09-30,103.92310409131838,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-12-31,143.02233434096624,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-03-31,79.52798747005407,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-06-30,83.42630168658457,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-09-30,102.88542942294117,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-12-31,134.16028142042015,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-03-31,74.15718284270883,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-06-30,74.66565906449782,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-09-30,95.37341562897609,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-12-31,120.9412424216743,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-03-31,76.2766716861818,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-06-30,77.80251914338358,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-09-30,102.02996829701289,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-12-31,143.51145709593823,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-03-31,68.80587796854,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-06-30,58.57149069170548,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-09-30,88.5902063518183,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-12-31,129.36772718110674,IIOC - 4003 (puertos/represas/acueductos/alcantarillado),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-03-31,41.8308124131471,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-06-30,62.48000469724646,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-09-30,74.60067918296193,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-12-31,88.87170862739737,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-03-31,45.93513703281234,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-06-30,48.92802396126479,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-09-30,43.82464580067223,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-12-31,65.50242614688015,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-03-31,30.42984159291473,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-06-30,40.00424444369848,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-09-30,53.33784004092751,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-12-31,92.12234841553675,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-03-31,31.43503116667886,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-06-30,56.47197767542745,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-09-30,46.76022651812635,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-12-31,108.05434616540295,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-03-31,38.377357809634475,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-06-30,30.44735410130967,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-09-30,49.3848214318374,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-12-31,116.22295368175669,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-03-31,22.448392572891397,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-06-30,27.760774967077303,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-09-30,42.25777043477033,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-12-31,90.27868979944246,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-03-31,14.610891598669575,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-06-30,26.266688491493255,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-09-30,40.592359909562155,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-12-31,111.99290021367304,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-03-31,20.906260159112463,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-06-30,37.82014429194197,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-09-30,48.99278186633611,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-12-31,147.4641789756038,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-03-31,28.81264968888579,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-06-30,50.261613917149475,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-09-30,74.4967720457002,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-12-31,144.28599374476022,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-03-31,33.98299864184964,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-06-30,91.97472953030318,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-09-30,133.72438957749438,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-12-31,197.4933786312145,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-03-31,57.94953370806854,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-06-30,115.04268821488769,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-09-30,92.38173549350142,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-12-31,187.07230150307913,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-03-31,58.955087182127535,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-06-30,98.35051212118563,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-09-30,104.78006427629289,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-12-31,209.25065214410796,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-03-31,48.675993245481564,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-06-30,92.71269578791089,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-09-30,99.29450739710197,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-12-31,198.72594284378246,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-03-31,55.77374345407256,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-06-30,102.43370161251518,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-09-30,105.56197008926141,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-12-31,187.70883900484262,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-03-31,61.90908500855822,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-06-30,101.90499638493633,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-09-30,109.65210394518,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-12-31,181.05912065918335,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-03-31,66.19523782040038,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-06-30,103.23460060545823,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-09-30,113.05820250103207,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-12-31,192.32533690167432,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-03-31,69.50454367263819,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-06-30,107.36432310022002,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-09-30,114.12746369927513,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-12-31,142.41650437860238,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-03-31,52.619663399630774,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-06-30,78.1757842590661,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-09-30,98.17075565847475,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-12-31,130.83908273400704,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-03-31,49.957142146650035,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-06-30,90.26397559166834,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-09-30,115.97431465318549,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-12-31,143.80456760849611,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-03-31,44.90514460289504,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-06-30,87.30176523459427,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-09-30,113.40861593607049,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-12-31,153.43667206225822,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-03-31,51.778732414464834,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-06-30,93.19662617080262,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-09-30,121.75963162842419,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-12-31,166.61823570047227,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-03-31,58.18324225173218,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-06-30,94.35569852063375,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-09-30,68.67908572739732,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-12-31,138.2739752962833,IIOC - 4004 (minería/tuberías),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-03-31,5.158323221115462,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-06-30,1.9996357124675184,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-09-30,3.5574308206356697,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
1999-12-31,2.517079569087932,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-03-31,5.303406230477233,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-06-30,17.38240820879347,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-09-30,15.54583196023519,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2000-12-31,52.143317787744614,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-03-31,5.7586163063410085,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-06-30,4.255945641375983,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-09-30,4.527711326959534,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2001-12-31,6.670195947741185,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-03-31,8.093299603900364,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-06-30,8.957013971218018,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-09-30,9.078993393210713,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2002-12-31,15.407031502795952,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-03-31,5.161253223061512,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-06-30,21.94540594550597,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-09-30,19.559536848879112,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2003-12-31,3.764551863593251,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-03-31,7.7953352031290475,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-06-30,23.104128087907874,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-09-30,5.1204562432778475,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2004-12-31,10.761265280417113,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-03-31,10.774164308697964,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-06-30,19.283346973620464,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-09-30,14.422987165677975,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2005-12-31,33.142887468892404,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-03-31,7.907564562318935,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-06-30,9.954836765982849,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-09-30,15.816032475946033,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2006-12-31,21.37824766700229,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-03-31,10.74213210740076,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-06-30,15.910042121980641,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-09-30,14.468387639041454,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2007-12-31,15.949671026096738,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-03-31,4.424755632333622,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-06-30,9.205036617431123,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-09-30,9.411448541003582,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2008-12-31,26.024835350119265,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-03-31,2.8743167879816984,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-06-30,12.082839695803704,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-09-30,13.599012038758993,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2009-12-31,47.71578270025692,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-03-31,5.810610157610964,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-06-30,17.105170964209925,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-09-30,17.299289347303752,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2010-12-31,37.85265541592745,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-03-31,17.658632627443826,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-06-30,29.223476301412447,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-09-30,29.44074066524054,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2011-12-31,50.60100598097477,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-03-31,24.763339932644293,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-06-30,46.78645151255857,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-09-30,40.86573480908143,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2012-12-31,38.84743695204038,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-03-31,18.04906385891019,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-06-30,36.3894747439522,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-09-30,30.92639014512059,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2013-12-31,55.27498971800124,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-03-31,30.943013992143058,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-06-30,44.214124898543865,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-09-30,50.22338175927985,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2014-12-31,73.3733537929391,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-03-31,40.518458783675904,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-06-30,55.869581802342324,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-09-30,74.61031999148703,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2015-12-31,90.88624274787573,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-03-31,54.1824687721392,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-06-30,61.91785965940028,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-09-30,82.23138585906828,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2016-12-31,109.09011263244089,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-03-31,54.38986104218504,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-06-30,86.19812540744881,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-09-30,108.89061436944604,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2017-12-31,150.5213991809201,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-03-31,60.640247951379315,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-06-30,74.78564636409034,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-09-30,99.30776145275918,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2018-12-31,159.3783016644751,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-03-31,67.34423202253444,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-06-30,101.22772780695308,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-09-30,140.95086217015702,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2019-12-31,181.75608003252486,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
2020-03-31,53.3369295267413,IIOC - 4008 (otras obras de ingeniería),DANE - IIOC (Anexo A3),Índice,Trimestral
